Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
173754979,James,Percival Everett,"Everett, Percival",,"=""0385550367""","=""9780385550369""",0,4.48,Knopf Doubleday,Hardcover,303,2024,2024,,2025/04/03,"jack-s-6-star, to-read","jack-s-6-star (#1), to-read (#210)",to-read,,,,0,0
49236083,Boulder,Eva Baltasar,"Baltasar, Eva",Nicole d'Amonville Alegría,"=""8439736967""","=""9788439736967""",0,3.92,Literatura Random House,Paperback,128,2020,2020,,2025/04/03,"jack-s-6-star, to-read","jack-s-6-star (#3), to-read (#209)",to-read,,,,0,0
199798201,The Safekeep,Yael van der Wouden,"Wouden, Yael van der",,"=""1668034344""","=""9781668034347""",0,4.08,Avid Reader Press / Simon & Schuster,Hardcover,272,2024,2024,,2025/04/03,"jack-s-6-star, to-read","jack-s-6-star (#4), to-read (#208)",to-read,,,,0,0
123136728,Orbital,Samantha Harvey,"Harvey, Samantha",,"=""0802161545""","=""9780802161543""",0,3.58,Atlantic Monthly Press,Hardcover,207,2023,2023,,2025/04/03,"jack-s-6-star, to-read","jack-s-6-star (#5), to-read (#207)",to-read,,,,0,0
139400713,Martyr!,Kaveh Akbar,"Akbar, Kaveh",,"=""0593537610""","=""9780593537619""",0,4.20,Knopf,Hardcover,331,2024,2024,,2025/04/03,"jack-s-6-star, to-read","jack-s-6-star (#6), to-read (#206)",to-read,,,,0,0
181109993,Evenings and Weekends,Oisín McKenna,"McKenna, Oisín",,"=""0063319977""","=""9780063319974""",0,3.79,Mariner Books,Hardcover,352,2024,2024,,2025/04/03,"jack-s-6-star, to-read","jack-s-6-star (#7), to-read (#205)",to-read,,,,0,0
54785501,Last Summer in the City,Gianfranco Calligarich,"Calligarich, Gianfranco","André Aciman, Howard Curtis","=""0374600155""","=""9780374600150""",0,3.66,"Farrar, Straus and Giroux",Hardcover,192,2021,1970,,2025/04/03,"jack-s-6-star, to-read","jack-s-6-star (#8), to-read (#204)",to-read,,,,0,0
58877223,Kairos,Jenny Erpenbeck,"Erpenbeck, Jenny",,"=""332860085X""","=""9783328600855""",0,3.37,Penguin Verlag,Hardcover,379,2021,2021,,2025/04/03,"jack-s-6-star, to-read","jack-s-6-star (#9), to-read (#203)",to-read,,,,0,0
27793819,Madonna in a Fur Coat,Sabahattin Ali,"Ali, Sabahattin","Maureen Freely, Alexander Dawe","=""014198127X""","=""9780141981277""",0,4.38,Penguin,Kindle Edition,168,2016,1943,,2025/04/03,"jack-s-6-star, to-read","jack-s-6-star (#10), to-read (#202)",to-read,,,,0,0
61273347,A Death at the Party,Amy Stuart,"Stuart, Amy",,"=""1668009102""","=""9781668009109""",0,3.56,Simon & Schuster,Paperback,304,2023,2023,,2025/06/10,to-read,to-read (#201),to-read,,,,0,0
56769614,Poison for Breakfast,Lemony Snicket,"Snicket, Lemony",,"=""1324090626""","=""9781324090625""",0,3.85,Liveright,Hardcover,158,2021,2021,,2025/06/09,to-read,to-read (#200),to-read,,,,0,0
232610187,一份值得熱愛的工作……在哪裡？: 「人生學校」的職涯新提案，錢和快樂一起賺！ (職場方舟) (Traditional Chinese Edition),人生學校,"人生學校, 人生學校",謝慈,"=""6267596605""","=""9786267596609""",3,3.00,方舟文化,Kindle Edition,151,2025,,,2025/06/09,,,read,,,,1,0
219876684,The Answer Is No,Fredrik Backman,"Backman, Fredrik",Elizabeth DeNoma,"=""1662526520""","=""9781662526527""",0,3.93,Amazon Original Stories ,Kindle Edition,68,2024,2024,,2025/06/09,currently-reading,currently-reading (#26),currently-reading,,,,1,0
234117959,一條命值多少？人命的價值誰能決定,Jenny Kleeman,"Kleeman, Jenny","珍妮．克利曼, 韓翔中","=""6264194131""","=""9786264194136""",0,4.07,時報出版,Kindle Edition,321,2025,,,2025/06/09,currently-reading,currently-reading (#25),currently-reading,,,,1,0
9278897,"The 4-Hour Work Week: Escape the 9-5, Live Anywhere and Join the New Rich",Timothy Ferriss,"Ferriss, Timothy",,"=""0091929113""","=""9780091929114""",0,3.91,Vermilion,Paperback,396,2011,2007,,2025/06/05,to-read,to-read (#199),to-read,,,,0,0
762462,One Up On Wall Street: How to Use What You Already Know to Make Money in the Market,Peter Lynch,"Lynch, Peter",,"=""0743200403""","=""9780743200400""",0,4.28,Simon & Schuster,Paperback,304,2000,1988,,2025/06/05,to-read,to-read (#198),to-read,,,,0,0
42366547,The Disaster Tourist,Yun Ko-eun,"Ko-eun, Yun",Lizzie Buehler,"=""1640094164""","=""9781640094161""",0,3.36,Counterpoint,Paperback,200,2020,2013,,2025/06/04,to-read,to-read (#197),to-read,,,,0,0
36911680,The Saturday Night Ghost Club,Craig Davidson,"Davidson, Craig",,"=""0735274827""","=""9780735274822""",0,3.83,Knopf Canada,Hardcover,253,2018,2018,,2025/06/03,to-read,to-read (#196),to-read,,,,0,0
209891406,Our Evenings,Alan Hollinghurst,"Hollinghurst, Alan",,"=""0593243064""","=""9780593243060""",0,3.95,Random House,Hardcover,496,2024,2024,,2025/06/03,to-read,to-read (#195),to-read,,,,0,0
199349912,The Coin,Yasmin Zaher,"Zaher, Yasmin",,"=""1646222105""","=""9781646222100""",0,3.48,Catapult,Hardcover,240,2024,2024,,2025/06/03,to-read,to-read (#194),to-read,,,,0,0
24874312,"The Nose (Penguin Little Black Classics, #46)",Nikolai Gogol,"Gogol, Nikolai",,"=""0141397527""","=""9780141397528""",0,3.72,Penguin Classics,Mass Market Paperback,53,2015,1836,,2025/06/02,to-read,to-read (#193),to-read,,,,0,0
1073750,The Vet's Daughter,Barbara Comyns,"Comyns, Barbara",Kathryn Davis,"=""1590170296""","=""9781590170298""",0,3.89,New York Review Books ,Paperback,152,2003,1959,,2025/06/02,to-read,to-read (#192),to-read,,,,0,0
41713576,The Shielding of Mrs Forbes,Alan Bennett,"Bennett, Alan",,"=""0571351824""","=""9780571351824""",0,3.96,Faber & Faber,Paperback,76,2019,2011,,2025/05/30,to-read,to-read (#191),to-read,,,,0,0
13456414,A Short Stay in Hell,Steven L. Peck,"Peck, Steven L.",,"=""098374842X""","=""9780983748427""",0,4.18,Strange Violin Editions,Paperback,110,2012,2011,,2025/05/25,to-read,to-read (#190),to-read,,,,0,0
36517148,"Downstairs at the White House: The Story of a Teenager, an Oval Office, and a Ringside Seat to Watergate",Donald M. Stinson,"Stinson, Donald M.",Donald M. Stinson,"=""""","=""""",0,4.27,Eastern Harbor Press,Kindle Edition,370,2017,2017,,2025/05/20,to-read,to-read (#189),to-read,,,,0,0
35390955,Upstairs at the White House: My Life with the First Ladies,J.B. West,"West, J.B.",Mary Lynn Kotz,"=""""","=""""",0,4.14,Open Road Media,Kindle Edition,541,2013,1973,,2025/05/20,to-read,to-read (#188),to-read,,,,0,0
22693222,The Residence: Inside the Private World of the White House,Kate Andersen Brower,"Brower, Kate Andersen",,"=""0062305190""","=""9780062305190""",0,3.81,Harper,Hardcover,281,2015,2015,,2025/05/20,currently-reading,currently-reading (#24),currently-reading,,,,1,0
197798168,All Fours,Miranda July,"July, Miranda",,"=""0593190262""","=""9780593190265""",0,3.49,Riverhead Books,Hardcover,336,2024,2024,,2025/04/03,"jack-s-6-star, to-read","jack-s-6-star (#2), to-read (#187)",to-read,,,,0,0
56347312,Start Without Me (I'll Be There in a Minute),Gary Janetti,"Janetti, Gary",,"=""125022585X""","=""9781250225856""",0,3.90,Henry Holt and Co.,Hardcover,208,2022,2022,,2025/05/17,to-read,to-read (#186),to-read,,,,0,0
59227941,The Hotel Nantucket,Elin Hilderbrand,"Hilderbrand, Elin",,"=""0316258679""","=""9780316258678""",0,4.05,"Little, Brown and Company",Hardcover,416,2022,2022,,2025/05/16,to-read,to-read (#185),to-read,,,,0,0
57554492,老派少女購物路線,洪愛珠,"洪愛珠, 洪愛珠",,"=""9573289989""","=""9789573289982""",0,4.44,遠流出版事業股份有限公司,Paperback,360,2021,2021,,2025/05/05,to-read,to-read (#184),to-read,,,,0,0
34234631,Mr Salary,Sally Rooney,"Rooney, Sally",,"=""0571351956""","=""9780571351954""",0,3.75,Faber & Faber,Paperback,33,2019,2016,,2025/04/30,to-read,to-read (#183),to-read,,,,0,0
223436601,"Careless People: A Cautionary Tale of Power, Greed, and Lost Idealism",Sarah Wynn-Williams,"Wynn-Williams, Sarah",,"=""1250391237""","=""9781250391230""",0,4.26,Flatiron Books,Hardcover,382,2025,2025,,2025/04/28,to-read,to-read (#182),to-read,,,,0,0
18106903,Handbook for the Recently Deceased,T. Burton,"Burton, T.",,"=""""","=""""",0,4.07,Geffen Books,Leather Bound,666,1988,1988,,2025/04/06,to-read,to-read (#181),to-read,,,,0,0
60128041,我的前半生: 末代皇帝自傳 (Traditional Chinese Edition),溥儀 愛新覺羅,"愛新覺羅, 溥儀",,"=""""","=""""",0,3.88,一個人,Kindle Edition,501,2021,,,2025/03/30,currently-reading,currently-reading (#23),currently-reading,,,,1,0
62192519,The Good Enough Job: Reclaiming Life from Work,Simone Stolzoff,"Stolzoff, Simone",,"=""059353896X""","=""9780593538968""",0,4.14,Portfolio,Hardcover,272,2023,2023,,2025/03/17,to-read,to-read (#180),to-read,,,,0,0
53331577,The Last Bookshop in London,Madeline  Martin,"Martin, Madeline",,"=""133528480X""","=""9781335284808""",0,4.14,Hanover Square Press,Paperback,325,2021,2021,,2025/03/13,to-read,to-read (#179),to-read,,,,0,0
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",0,4.31,Orbit,Paperback,592,2011,2011,,2025/03/11,to-read,to-read (#178),to-read,,,,0,0
61950200,香港散步學,黃宇軒,"黃宇軒, 黃宇軒",,"=""9887487058""","=""9789887487050""",0,3.86,白卷,Paperback,228,2022,,,2025/03/11,currently-reading,currently-reading (#22),currently-reading,,,,1,0
54814676,Crying in H Mart,Michelle Zauner,"Zauner, Michelle",,"=""0525657746""","=""9780525657743""",4,4.24,Knopf,Hardcover,243,2021,2021,,2022/11/24,,,read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",0,3.89,Penguin Books,Paperback,107,2002,1937,,2025/02/25,to-read,to-read (#177),to-read,,,,0,0
209628245,The Convenience Store by the Sea,Sonoko Machida,"Machida, Sonoko",Bruno Navasky,"=""1398722782""","=""9781398722781""",0,3.74,Orion,Kindle Edition,304,2025,2020,,2025/02/24,to-read,to-read (#176),to-read,,,,0,0
58778536,Do Not Disturb,Freida McFadden,"McFadden, Freida",,"=""""","=""""",0,3.92,Hollywood Upstairs Publishing,Kindle Edition,325,2021,2021,,2025/02/23,to-read,to-read (#175),to-read,,,,0,0
131359,"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,"Christie, Agatha",,"=""""","=""""",0,4.12,Bantam Books,Paperback,352,1978,1937,,2025/02/20,to-read,to-read (#174),to-read,,,,0,0
65215677,Exit Interview: The Life and Death of My Ambitious Career,Kristi Coulter,"Coulter, Kristi",,"=""0374600902""","=""9780374600907""",5,4.16,MCD,Hardcover,384,2023,,,2025/02/20,,,read,,,,1,0
173404032,"Slow Noodles: A Cambodian Memoir of Love, Loss, and Family Recipes",Chantha Nguon,"Nguon, Chantha",,"=""1643753495""","=""9781643753492""",0,4.31,Algonquin Books,Hardcover,304,2024,2024,,2025/02/16,to-read,to-read (#173),to-read,,,,0,0
61070573,"Vera Wong's Unsolicited Advice for Murderers (Vera Wong, #1)",Jesse Q. Sutanto,"Sutanto, Jesse Q.",,"=""0593546180""","=""9780593546185""",0,4.03,Berkley,Kindle Edition,368,2023,2023,,2025/02/11,currently-reading,currently-reading (#21),currently-reading,,,,1,0
204316858,The Barn: The Secret History of a Murder in Mississippi,Wright Thompson,"Thompson, Wright",,"=""0593299825""","=""9780593299821""",0,4.35,Penguin Press,Hardcover,448,2024,2024,,2025/02/06,to-read,to-read (#172),to-read,,,,0,0
36474763,Nothing Good Can Come from This,Kristi Coulter,"Coulter, Kristi",,"=""0374286205""","=""9780374286200""",0,3.94,FSG Originals,Paperback,224,2018,2018,,2025/02/06,to-read,to-read (#171),to-read,,,,0,0
57570873,CAPS LOCK,Ruben Pater,"Pater, Ruben",,"=""9492095815""","=""9789492095817""",0,4.18,Valiz,Paperback,552,2021,2021,,2025/01/31,currently-reading,currently-reading (#20),currently-reading,,,,1,0
157591205,The List of Suspicious Things,Jennie Godfrey,"Godfrey, Jennie",,"=""1529153298""","=""9781529153293""",0,4.21,Hutchinson Heinemann,Hardcover,464,2024,2024,,2025/01/25,to-read,to-read (#170),to-read,,,,0,0
212089759,To Have and Have More,Sanibel,"Sanibel, Sanibel",,"=""1961795272""","=""9781961795273""",0,3.97,8th Note Press,Kindle Edition,352,2025,,,2025/01/24,to-read,to-read (#169),to-read,,,,0,0
199927666,Banal Nightmare,Halle Butler,"Butler, Halle",,"=""0593730356""","=""9780593730355""",0,3.41,Random House,Hardcover,336,2024,2024,,2025/01/24,to-read,to-read (#168),to-read,,,,0,0
200987323,I Hope This Finds You Well,Natalie Sue,"Sue, Natalie",,"=""0063320363""","=""9780063320369""",0,3.75,William Morrow,Hardcover,338,2024,2024,,2024/11/23,currently-reading,currently-reading (#19),currently-reading,,,,1,0
24796824,許三觀賣血記,Yu Hua,"Hua, Yu",,"=""9861736743""","=""9789861736747""",4,4.09,麥田出版社,Paperback,296,2011,1995,2025/01/17,2025/01/12,,,read,,,,1,0
51642969,All the Lonely People,Mike Gayle,"Gayle, Mike",,"=""1473687403""","=""9781473687400""",0,4.17,Hodder & Stoughton,Kindle Edition,430,2020,2020,,2025/01/13,to-read,to-read (#167),to-read,,,,0,0
63202481,The Museum of Ordinary People,Mike Gayle,"Gayle, Mike",,"=""1538740842""","=""9781538740842""",0,3.86,Grand Central Publishing,Paperback,336,2023,2022,,2025/01/13,to-read,to-read (#166),to-read,,,,0,0
30251193,素食者,Han Kang,"Kang, Han","韓江, 千日","=""9865671921""","=""9789865671921""",4,3.64,漫遊者文化事業股份有限公司,Paperback,208,2016,2007,2025/01/12,2025/01/08,,,read,,,,1,0
56816904,The Sentence,Louise Erdrich,"Erdrich, Louise",,"=""006267112X""","=""9780062671127""",0,3.94,Harper,Hardcover,387,2021,2021,,2025/01/11,to-read,to-read (#165),to-read,,,,0,0
90872,Self-Help,Lorrie Moore,"Moore, Lorrie",,"=""0307277291""","=""9780307277299""",0,4.12,Vintage,Paperback,163,2007,1985,,2025/01/08,to-read,to-read (#164),to-read,,,,0,0
46003069,三體III：死神永生,Liu Cixin,"Cixin, Liu",,"=""""","=""""",5,4.41,貓頭鷹出版社,Kindle Edition,560,2011,2010,2025/01/07,2024/11/28,,,read,,,,1,0
192724256,You'd Look Better as a Ghost,Joanna  Wallace,"Wallace, Joanna",,"=""0143136178""","=""9780143136170""",0,3.63,Penguin Books,Paperback,325,2024,2023,,2024/12/13,to-read,to-read (#163),to-read,,,,0,0
199504414,You Have Not Yet Heard Your Favourite Song: How Streaming Changes Music,Glenn McDonald,"McDonald, Glenn",,"=""1914487168""","=""9781914487163""",0,3.86,Canbury,Kindle Edition,292,2024,2024,,2024/12/05,to-read,to-read (#162),to-read,,,,0,0
46003070,三體II：黑暗森林,Liu Cixin,"Cixin, Liu",,"=""""","=""""",5,4.41,貓頭鷹出版社,Kindle Edition,553,2011,2008,2024/11/28,2024/11/02,,,read,,,,1,0
45032,Mansfield Park,Jane Austen,"Austen, Jane","Kathryn Sutherland, Charles Edmund Brock","=""""","=""""",0,3.86,Penguin Books,Paperback,488,2003,1814,,2023/08/20,to-read,to-read (#76),to-read,,,,0,0
46041465,Everything I Know About Love,Dolly Alderton,"Alderton, Dolly",,"=""0062968785""","=""9780062968784""",0,3.96,Harper,Hardcover,368,2020,2018,,2024/11/14,to-read,to-read (#161),to-read,,,,0,0
220237044,"Harry Potter and the Philosopher's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""1781100217""","=""9781781100219""",0,4.47,Pottermore Publishing,Kindle Edition,337,2015,1997,,2024/11/14,currently-reading,currently-reading (#18),currently-reading,,,,1,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""""","=""""",5,4.08,Tor Books,Hardcover,472,2014,2006,2024/11/01,2024/11/02,,,read,,,,1,0
60466963,The Forgotten Bookshop in Paris,Daisy Wood,"Wood, Daisy",,"=""0008525242""","=""9780008525248""",0,4.32,Avon,Paperback,367,2022,2022,,2024/10/08,to-read,to-read (#160),to-read,,,,0,0
18872940,The Design of Everyday Things,Donald A. Norman,"Norman, Donald A.",,"=""""","=""""",0,4.15,Basic Books,Kindle Edition,430,2013,1988,,2022/03/09,currently-reading,currently-reading (#17),currently-reading,,,,1,0
6798263,Bluets,Maggie Nelson,"Nelson, Maggie",,"=""1933517409""","=""9781933517407""",0,4.06,Wave Books,Paperback,112,2009,2009,,2024/09/30,to-read,to-read (#159),to-read,,,,0,0
61266261,The English Understand Wool,Helen DeWitt,"DeWitt, Helen",,"=""""","=""""",5,4.07,New Directions,Kindle Edition,73,2022,2022,2024/09/27,2024/07/15,,,read,,,,1,0
60879779,"Everyone in My Family Has Killed Someone (Ernest Cunningham, #1)",Benjamin   Stevenson,"Stevenson, Benjamin",,"=""0063279029""","=""9780063279025""",0,3.77,Mariner Books,Hardcover,371,2023,2022,,2024/09/24,to-read,to-read (#158),to-read,,,,0,0
62192261,The Door-to-Door Bookstore,Carsten Henn,"Henn, Carsten",Melody Shaw,"=""133549085X""","=""9781335490858""",0,4.13,Hanover Square Press,Hardcover,239,2023,2020,,2024/09/23,to-read,to-read (#157),to-read,,,,0,0
203469691,Yeonnam-dong's Smiley Laundromat,Kim Jiyun,"Jiyun, Kim",Shanna Tan,"=""1529437431""","=""9781529437430""",0,3.90,MacLehose Press,Kindle Edition,320,2024,2023,,2024/09/21,to-read,to-read (#156),to-read,,,,0,0
58361557,人生種種,好青年荼毒室,"好青年荼毒室, 好青年荼毒室",,"=""9888599666""","=""9789888599660""",5,4.44,天窗出版 Enrich Publishing,Kindle Edition,224,2021,,2021/10/20,2024/09/20,,,read,,,,2,0
195474144,Table for Two,Amor Towles,"Towles, Amor",,"=""0593296370""","=""9780593296370""",0,4.20,Viking,Hardcover,451,2024,2024,,2024/09/19,to-read,to-read (#155),to-read,,,,0,0
201465867,You Are Here,David Nicholls,"Nicholls, David",,"=""0063394057""","=""9780063394056""",0,4.01,Harper,Hardcover,368,2024,2024,,2024/09/19,to-read,to-read (#154),to-read,,,,0,0
205064706,The Book of Witching,C.J.  Cooke,"Cooke, C.J.",,"=""059381696X""","=""9780593816967""",0,3.77,Berkley,Paperback,365,2024,2024,,2024/09/15,to-read,to-read (#153),to-read,,,,0,0
139391940,"The Pumpkin Spice Café (Dream Harbor, #1)",Laurie Gilmore,"Gilmore, Laurie",,"=""0008610665""","=""9780008610661""",0,3.36,One More Chapter,ebook,373,2023,2023,,2024/09/15,to-read,to-read (#152),to-read,,,,0,0
209984441,William,Mason Coile,"Coile, Mason",,"=""0593854446""","=""9780593854440""",0,3.53,Putnam Pub Group,Paperback,224,2024,2024,,2024/09/15,to-read,to-read (#151),to-read,,,,0,0
25694617,His Bloody Project: Documents Relating to the Case of Roderick Macrae,Graeme Macrae Burnet,"Burnet, Graeme Macrae",,"=""1910192147""","=""9781910192146""",0,3.90,Contraband,Paperback,282,2015,2015,,2024/09/10,to-read,to-read (#150),to-read,,,,0,0
52648997,Earthlings,Sayaka Murata,"Murata, Sayaka",,"=""""","=""""",3,3.60,Grove Press,Kindle Edition,202,2020,2018,2024/09/06,2024/07/08,,,read,,,,1,0
54120408,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""059331817X""","=""9780593318171""",0,3.74,Alfred A. Knopf,Hardcover,303,2021,2021,2024/08/26,2024/02/29,,,read,,,,1,0
199534613,Margo's Got Money Troubles,Rufi Thorpe,"Thorpe, Rufi",,"=""0063356589""","=""9780063356580""",0,3.86,William Morrow,Hardcover,304,2024,2024,,2024/08/26,to-read,to-read (#149),to-read,,,,0,0
25023533,A Cup of Sake Beneath the Cherry Trees,Yoshida Kenkō,"Kenkō, Yoshida",Meredith McKinney,"=""0141398264""","=""9780141398266""",0,3.74,Penguin Classics,Kindle Edition,64,2015,1340,,2024/08/26,currently-reading,currently-reading (#16),currently-reading,,,,1,0
195430687,Blue Sisters,Coco Mellors,"Mellors, Coco",,"=""0593723767""","=""9780593723760""",0,3.95,Ballantine Books,Hardcover,342,2024,2024,,2024/08/15,to-read,to-read (#148),to-read,,,,0,0
22822858,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385539258""","=""9780385539258""",0,4.29,Doubleday,Hardcover,720,2015,2015,,2024/08/03,to-read,to-read (#147),to-read,,,,0,0
75288071,The Theory of the Leisure Class,Thorstein Veblen,"Veblen, Thorstein",,"=""""","=""""",0,3.88,Grapevine India,Kindle Edition,339,2022,1899,,2023/10/05,currently-reading,currently-reading (#12),currently-reading,,,,1,0
50644618,Tiny Moons: A Year of Eating in Shanghai,Nina Mingya Powles,"Powles, Nina Mingya",,"=""1912915340""","=""9781912915347""",0,4.20,The Emma Press,Paperback,92,2020,2020,,2024/06/06,to-read,to-read (#146),to-read,,,,0,0
40916679,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,"Jackson, Holly",,"=""1405293187""","=""9781405293181""",0,4.29,Electric Monkey,Paperback,433,2019,2019,,2024/05/30,to-read,to-read (#145),to-read,,,,0,0
199310909,香港公屋：方格子的吶喊,梁啟智,"梁啟智, 梁啟智",,"=""626723651X""","=""9786267236512""",5,4.40,春山出版,Paperback,240,2023,,,2024/05/30,,,read,,,,1,0
199325020,How It Works Out,Myriam Lacroix,"Lacroix, Myriam",,"=""0385698402""","=""9780385698405""",0,3.67,Doubleday Canada,Hardcover,240,2024,2024,,2024/05/15,to-read,to-read (#144),to-read,,,,1,0
179311283,"Close to Death (Hawthorne & Horowitz, #5)",Anthony Horowitz,"Horowitz, Anthony",,"=""006330564X""","=""9780063305649""",0,4.12,Harper,Hardcover,432,2024,2024,,2024/05/15,to-read,to-read (#143),to-read,,,,0,0
60652997,"Hell Bent (Alex Stern, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250313104""","=""9781250313102""",0,4.11,Flatiron Books,Hardcover,481,2023,2023,,2024/04/28,to-read,to-read (#142),to-read,,,,0,0
55698321,第七天(全新珍藏版) (Traditional Chinese Edition),Yu Hua,"Hua, Yu",余華,"=""9863448079""","=""9789863448075""",5,3.97,麥田,Kindle Edition,174,2020,2013,2022/10/14,2022/10/08,favourite,favourite (#5),read,,,,1,0
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219117""","=""9780735219113""",0,4.38,G.P. Putnam’s Sons,ebook,384,2018,2018,,2024/04/08,to-read,to-read (#141),to-read,,,,0,0
6713015,Hotel Iris,Yōko Ogawa,"Ogawa, Yōko",Stephen    Snyder,"=""0312425244""","=""9780312425241""",3,3.33,Picador,Paperback,164,2010,1996,2024/03/29,2024/03/22,,,read,,,,1,0
181350367,"How to Solve Your Own Murder (Castle Knoll Files, #1)",Kristen Perrin,"Perrin, Kristen",,"=""0593474015""","=""9780593474013""",0,3.80,Dutton,Hardcover,358,2024,2024,,2024/03/29,to-read,to-read (#140),to-read,,,,0,0
