Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,4.14,Faber & Faber,Paperback,258,2005,1989,,2022/11/27,to-read,to-read (#64),to-read,,,,0,0
40778245,Convenience Store Woman,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""""","=""""",3,3.68,Granta Books,ebook,107,2018,2016,2022/03/06,2021/07/14,,,read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",3,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,2022/11/09,2020/08/01,,,read,,,,1,0
11588,"The Shining (The Shining, #1)",Stephen        King,"King, Stephen",,"=""0450040186""","=""9780450040184""",0,4.28,New English Library (Hodder & Stoughton) ,Paperback,497,1980,1977,,2022/11/01,to-read,to-read (#63),to-read,,,,0,0
16130549,"Doctor Sleep (The Shining, #2)",Stephen        King,"King, Stephen",,"=""1476727651""","=""9781476727653""",0,4.13,Scribner,Hardcover,531,2013,2013,,2022/11/01,to-read,to-read (#62),to-read,,,,0,0
58537371,Nightcrawling,Leila Mottley,"Mottley, Leila",,"=""0593318935""","=""9780593318935""",0,3.96,Knopf,Hardcover,277,2022,2022,,2022/11/01,to-read,to-read (#61),to-read,,,,0,0
44088751,Pizza Girl,Jean Kyoung Frazier,"Frazier, Jean Kyoung",,"=""038554572X""","=""9780385545723""",0,3.35,Doubleday,Hardcover,208,2020,2020,,2022/11/01,to-read,to-read (#60),to-read,,,,0,0
38212150,"How to Behave Badly in Elizabethan England: A Guide for Knaves, Fools, Harlots, Cuckolds, Drunkards, Liars, Thieves, and Braggarts",Ruth Goodman,"Goodman, Ruth",,"=""1631495119""","=""9781631495113""",0,3.72,Liveright,Hardcover,320,2018,2018,,2022/10/20,to-read,to-read (#59),to-read,,,,0,0
57360187,活著 (Traditional Chinese Edition),余華,"余華, 余華",,"=""""","=""""",0,4.36,,Kindle Edition,105,2021,,,2022/10/08,to-read,to-read (#58),to-read,,,,0,0
26259833,Stalin's Englishman: The Lives of Guy Burgess,Andrew Lownie,"Lownie, Andrew",,"=""""","=""""",0,3.82,Hodder & Stoughton,Kindle Edition,449,2015,2015,,2022/09/25,to-read,to-read (#57),to-read,,,,0,0
57347786,Powers and Thrones: A New History of the Middle Ages,Dan Jones,"Jones, Dan",,"=""198488087X""","=""9781984880871""",0,4.40,Viking,Hardcover,636,2021,2021,,2022/09/24,to-read,to-read (#56),to-read,,,,0,0
60766346,優雅反駁的技術：善用溝通標靶，練就批判思考，讓對方服氣又不傷和氣,Nathan Uyttendaele,"Uyttendaele, Nathan","Adelina Kulmakhanova, 陳映竹","=""9571399590""","=""9789571399591""",5,3.94,時報出版 ,Kindle Edition,192,2022,,2022/04/07,2022/04/07,,,read,,,,1,0
56802275,Elena Knows,Claudia Piñeiro,"Piñeiro, Claudia",Frances Riddle,"=""""","=""""",0,4.06,Charco Press,Paperback,143,2021,2007,,2022/09/01,to-read,to-read (#55),to-read,,,,0,0
58533953,秦始皇最恐怖的遺言 (D系列 Book 4) (Traditional Chinese Edition),天航,"天航, 天航",,"=""""","=""""",0,4.78,Tinhong Publishing Co.,Kindle Edition,345,2021,,,2022/08/30,,,read,,,,1,0
58533952,先知瑪雅的預知夢 (D系列 Book 5) (Traditional Chinese Edition),天航,"天航, 天航",,"=""""","=""""",0,4.85,Tinhong Publishing Co.,Kindle Edition,380,2021,,,2022/08/30,,,read,,,,1,0
58533950,曼德拉超時空實驗 (D系列 Book 6) (Traditional Chinese Edition),天航,"天航, 天航",,"=""""","=""""",0,4.81,Tinhong Publishing Co.,Kindle Edition,342,2021,,,2022/08/30,,,read,,,,1,0
58515599,宮本武藏的末世傳人 (D系列 Book 3) (Traditional Chinese Edition),天航,"天航, 天航",,"=""""","=""""",0,4.70,Tinhong Publishing Co.,Kindle Edition,313,2021,,,2022/08/30,,,read,,,,1,0
58451423,蕭邦的刀，少女的微笑 (D系列 Book 2),天航,"天航, 天航",,"=""9881781574""","=""9789881781574""",0,4.83,Tinhong Publishing Co.,Kindle Edition,286,2021,,,2022/08/30,,,read,,,,1,0
54736523,愛因斯坦被摑了一巴 (D系列 Book 1) (Traditional Chinese Edition),天航,"天航, 天航",,"=""""","=""""",0,4.91,Tinhong Publishing Co.,Kindle Edition,288,2006,,,2022/08/30,,,read,,,,1,0
2213661,The Graveyard Book,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0060530928""","=""9780060530921""",0,4.16,HarperCollins,Hardcover,312,2008,2008,,2022/08/24,to-read,to-read (#54),to-read,,,,0,0
45047384,"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,"Klune, T.J.",,"=""""","=""""",5,4.38,Tor Books,Kindle Edition,394,2020,2020,2022/08/04,2022/04/17,,,read,,,,1,0
19245443,The Fanatic,James Robertson,"Robertson, James",,"=""000740476X""","=""9780007404766""",0,3.63,Fourth Estate,Kindle Edition,323,2013,2000,,2022/07/16,currently-reading,currently-reading (#8),currently-reading,,,,1,0
517188,The Prime of Miss Jean Brodie,Muriel Spark,"Spark, Muriel",,"=""0060931736""","=""9780060931735""",0,3.70,Harper Perennial,Paperback,150,1999,1961,,2022/07/16,to-read,to-read (#53),to-read,,,,0,0
12767686,醜陋的中國人,柏楊,"柏楊, 柏楊",,"=""""","=""""",0,3.69,星光,Paperback,364,1992,1981,,2022/04/18,to-read,to-read (#48),to-read,,,,0,0
11337,The Bluest Eye,Toni Morrison,"Morrison, Toni",,"=""""","=""""",0,4.13,Plume,Paperback,216,2005,1970,,2022/05/09,to-read,to-read (#52),to-read,,,,0,0
13537029,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",0,4.31,HarperCollins,Kindle Edition,351,2012,2011,,2022/05/09,currently-reading,currently-reading (#7),currently-reading,,,,1,0
57809811,The Bread the Devil Knead,Lisa Allen-Agostini,"Allen-Agostini, Lisa",,"=""1912408988""","=""9781912408986""",0,4.02,Myriad Editions,ebook,277,2021,2021,,2022/05/08,to-read,to-read (#51),to-read,,,,0,0
74034,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Neil Postman,"Postman, Neil",Andrew Postman,"=""014303653X""","=""9780143036531""",4,4.16,Penguin Books,Paperback,184,2005,1985,2022/05/08,2021/10/30,,,read,,,,1,0
54621096,"The Appeal (The Appeal, #1)",Janice Hallett,"Hallett, Janice",,"=""1788165292""","=""9781788165297""",0,3.84,Viper,Paperback,447,2021,2021,,2022/05/04,to-read,to-read (#50),to-read,,,,0,0
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Diana Lewis Burgin, Katherine Tiernan O'Connor, Ellendea Proffer, Hans Fronius, Михаил Афанасьевич Булгаков","=""0679760806""","=""9780679760801""",0,4.29,Vintage International,Paperback,372,1996,1967,,2021/12/08,to-read,to-read (#49),to-read,,,,0,0
8217236,The Yellow Wallpaper,Charlotte Perkins Gilman,"Gilman, Charlotte Perkins",,"=""""","=""""",0,4.08,Public Domain Books,Kindle Edition,63,2009,1892,,2022/04/15,to-read,to-read (#47),to-read,,,,0,0
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",Richard Maxwell,"=""0141439602""","=""9780141439600""",0,3.88,Penguin Books,Paperback,489,2003,1859,,2022/04/13,to-read,to-read (#46),to-read,,,,0,0
20871595,銀河鐵道之夜,Kenji Miyazawa,"Miyazawa, Kenji",賴庭筠,"=""9861858059""","=""9789861858050""",0,3.78,英屬維京群島商高寶國際有限公司台灣分公司,Paperback,304,2014,1934,,2022/04/13,to-read,to-read (#45),to-read,,,,0,0
17556523,Night on the Galactic Railroad and Other Stories from Ihatov (Modern Japanese Classics),Kenji Miyazawa,"Miyazawa, Kenji",Julianne Neville,"=""1935548352""","=""9781935548355""",0,4.02,One Peace Books,Paperback,112,2014,2013,,2022/04/13,to-read,to-read (#44),to-read,,,,0,0
60498440,入境大廳,陳偉棻,"陳偉棻, 陳偉棻",,"=""9571397474""","=""9789571397474""",0,4.60,時報出版,Kindle Edition,156,2022,,,2022/04/12,to-read,to-read (#43),to-read,,,,0,0
55276648,The Reading List,Sara Nisha Adams,"Adams, Sara Nisha",,"=""0063025280""","=""9780063025288""",0,4.07,William Morrow,Hardcover,368,2021,2021,,2022/04/11,to-read,to-read (#42),to-read,,,,0,0
57926137,Black Cake,Charmaine Wilkerson,"Wilkerson, Charmaine",,"=""""","=""""",0,4.09,Ballantine Books,Hardcover,385,2022,2022,,2022/04/11,to-read,to-read (#41),to-read,,,,0,0
52761909,The Paris Library,Janet Skeslien Charles,"Charles, Janet Skeslien",,"=""1982134194""","=""9781982134198""",0,4.07,Atria Books,Hardcover,368,2021,2021,,2022/04/08,to-read,to-read (#40),to-read,,,,0,0
11334,Song of Solomon,Toni Morrison,"Morrison, Toni",,"=""140003342X""","=""9781400033423""",0,4.15,Vintage,Paperback,338,2004,1977,,2022/04/08,to-read,to-read (#39),to-read,,,,0,0
60715194,優雅反駁的技術：善用溝通標靶，練就批判思考，讓對方服氣又不傷和氣,Nathan Uyttendael,"Uyttendael, Nathan","納森．宇天達爾, Adelina Kulmakhanova, 雅德俐娜．庫瑪珈諾娃, 陳映竹","=""957139954X""","=""9789571399546""",5,3.94,時報出版 ,Paperback,192,2022,,,2022/04/07,,,read,,,,1,0
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",0,4.04,W.W. Norton & Company,Paperback,498,2005,1997,,2020/02/22,currently-reading,currently-reading (#6),currently-reading,,,,1,0
53316400,法蘭西全史：從凱撒的高盧戰記到戴高樂將軍的自由法國，歐陸強權法蘭西的二千年史,John Julius Norwich,"Norwich, John Julius",何修瑜,"=""9865509156""","=""9789865509156""",0,3.98,馬可孛羅,Paperback,448,2020,2018,,2022/03/16,to-read,to-read (#38),to-read,,,,0,0
53415500,你不可能是漢族—— 百年民族魔咒大破解,吳銳,"吳銳, 吳銳",,"=""9865524120""","=""9789865524128""",0,3.42,八旗文化,Paperback,336,2020,,,2022/03/16,to-read,to-read (#37),to-read,,,,0,0
58082211,The Impossible City: A Hong Kong Memoir,Karen Cheung,"Cheung, Karen",,"=""0593241436""","=""9780593241431""",0,3.88,Random House,Hardcover,352,2022,2022,,2022/03/15,to-read,to-read (#36),to-read,,,,0,0
17265153,Ugly: The Aesthetics of Everything,Stephen Bayley,"Bayley, Stephen",,"=""1468307169""","=""9781468307160""",1,3.73,Abrams Press,Hardcover,272,2013,2012,2022/02/18,2022/02/05,,,read,,,,2,0
59934384,奇怪的歷史知識增加了！不能只有我知道的趣味歐洲史 (Traditional Chinese Edition),seayu（「即食歷史」版主）,"seayu（「即食歷史」版主）, seayu（「即食歷史」版主）",,"=""9860767467""","=""9789860767469""",5,3.71,馬可孛羅,Kindle Edition,294,2021,,2022/02/17,2022/02/02,,,read,,,,1,0
21094391,"The Romanovs, 1613-1918",Simon Sebag Montefiore,"Montefiore, Simon Sebag",,"=""0297852663""","=""9780297852667""",5,4.02,W&N,Hardcover,784,2016,2016,,2020/02/22,currently-reading,currently-reading (#1),currently-reading,,,,1,0
55216172,Empireland: How Imperialism has Shaped Modern Britain,Sathnam Sanghera,"Sanghera, Sathnam",,"=""0241445299""","=""9780241445297""",0,4.09,Viking,Hardcover,306,2021,2021,,2022/01/23,to-read,to-read (#35),to-read,,,,0,0
40988472,小日常的哲學,好青年荼毒室,"好青年荼毒室, 好青年荼毒室",,"=""9888395874""","=""9789888395873""",5,4.30,天窗,Kindle Edition,206,2018,,2022/01/19,2021/10/11,,,read,,,,1,0
2761,The Denial of Death,Ernest Becker,"Becker, Ernest",Sam Keen,"=""""","=""""",0,4.06,Free Press,Paperback,336,1997,1973,,2021/12/17,to-read,to-read (#34),to-read,,,,0,0
368916,"84, Charing Cross Road",Helene Hanff,"Hanff, Helene",,"=""""","=""""",0,4.16,Penguin Books,Paperback,106,1990,1970,,2021/12/11,to-read,to-read (#33),to-read,,,,0,0
22165824,The Good Soldier,Ford Madox Ford,"Ford, Ford Madox",,"=""1927854237""","=""9781927854235""",0,3.67,Joe Books,ebook,139,2014,1915,,2021/12/11,to-read,to-read (#32),to-read,,,,0,0
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""1400078776""","=""9781400078776""",0,3.85,Vintage Books ,Paperback,288,2010,2005,,2021/12/11,to-read,to-read (#31),to-read,,,,0,0
16176440,We Are All Completely Beside Ourselves,Karen Joy Fowler,"Fowler, Karen Joy",,"=""0399162097""","=""9780399162091""",0,3.71,Plume,Hardcover,310,2013,2013,,2021/12/11,to-read,to-read (#30),to-read,,,,0,0
35819788,好青年哲學讀本,好青年荼毒室,"好青年荼毒室, 好青年荼毒室",,"=""9888395564""","=""9789888395569""",5,4.21,天窗,Kindle Edition,222,2017,2017,2021/12/03,2021/10/11,,,read,,,,1,0
25957172,先知瑪雅的預知夢,天航,"天航, 天航",,"=""9881636000""","=""9789881636003""",5,4.19,天航出版社,Paperback,427,2015,2015,,2020/08/01,,,read,,,,1,0
25957125,宮本武藏的末世傳人,天航,"天航, 天航",,"=""9881781558""","=""9789881781550""",5,4.31,天航出版社,Paperback,360,2011,2011,,2020/08/01,,,read,,,,1,0
19165630,秦始皇最恐怖的遺言,天航,"天航, 天航",,"=""9881636094""","=""9789881636096""",5,4.48,天航出版社,Paperback,384,2012,2012,,2020/08/01,,,read,,,,1,0
25957101,蕭邦的刀，少女的微笑,天航,"天航, 天航",,"=""""","=""9789889784492""",5,4.05,天航出版社,Paperback,315,2007,2007,,2020/08/01,,,read,,,,1,0
42096723,曼德拉超時空實驗,天航,"天航, 天航",,"=""9881367042""","=""9789881367044""",4,3.92,天航出版社,Paperback,371,2018,2018,,2020/08/01,,,read,,,,1,0
43923951,Such a Fun Age,Kiley Reid,"Reid, Kiley",,"=""052554190X""","=""9780525541905""",0,3.78,G.P. Putnam's Sons,Hardcover,310,2019,2019,,2021/11/18,to-read,to-read (#29),to-read,,,,0,0
40876575,Utopia for Realists: How We Can Build the Ideal World,Rutger Bregman,"Bregman, Rutger",,"=""0316471909""","=""9780316471909""",0,4.22,"Little, Brown and Company",Kindle Edition,262,2017,2014,,2021/10/23,to-read,to-read (#28),to-read,,,,0,0
57928536,Humankind: A Hopeful History,Rutger Bregman,"Bregman, Rutger",,"=""9781408898""","=""9789781408892""",0,4.32,Bloomsbury,Paperback,496,2021,2019,,2021/10/23,to-read,to-read (#27),to-read,,,,0,0
58577870,惡之華，聖光之十字 (D系列 Book 7) (Traditional Chinese Edition),天航,"天航, 天航",,"=""9881367158""","=""9789881367150""",5,4.66,Tinhong Publishing Co.,Kindle Edition,369,2021,,2021/09/09,2021/09/09,,,read,,,,2,0
7613,Animal Farm,George Orwell,"Orwell, George","Ann Patchett, Téa Obreht","=""""","=""""",5,4.01,Plume,Paperback,129,2003,1945,,2020/02/22,,,read,,,,1,0
52090,Eichmann in Jerusalem: A Report on the Banality of Evil,Hannah Arendt,"Arendt, Hannah",,"=""""","=""""",0,4.20,Penguin Classics,Paperback,312,2006,1963,,2021/08/27,to-read,to-read (#26),to-read,,,,0,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",0,3.80,Back Bay Books,Paperback,277,2001,1951,,2021/08/27,to-read,to-read (#25),to-read,,,,0,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0374528373""","=""9780374528379""",0,4.38,"Farrar, Straus and Giroux",Paperback,796,2002,1880,,2021/08/27,to-read,to-read (#24),to-read,,,,0,0
153747,"Moby-Dick or, The Whale",Herman Melville,"Melville, Herman","Andrew Delbanco, Tom Quirk","=""0142437247""","=""9780142437247""",0,3.56,Penguin Classics ,Paperback,720,2003,1851,,2021/07/22,to-read,to-read (#23),to-read,,,,0,0
11989,The Plague,Albert Camus,"Camus, Albert",Stuart Gilbert,"=""""","=""""",0,4.02,Vintage International,Paperback,308,1991,1947,,2021/07/22,currently-reading,currently-reading (#5),currently-reading,,,,1,0
384786,The Power of the Powerless,Václav Havel,"Havel, Václav",John Keane,"=""0873327616""","=""9780873327619""",4,4.21,Routledge,Paperback,228,1985,1978,2021/07/20,2021/07/17,,,read,,,,2,0
34066798,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,"=""""","=""""",0,4.32,Penguin Books,Paperback,462,2019,2016,,2021/07/18,to-read,to-read (#22),to-read,,,,0,0
51791252,The Vanishing Half,Brit Bennett,"Bennett, Brit",,"=""0525536299""","=""9780525536291""",0,4.13,Riverhead Books,Hardcover,343,2020,2020,,2021/06/20,to-read,to-read (#21),to-read,,,,0,0
2524364,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",,"=""""","=""""",0,4.00,EKSMO Publishers,Paperback,479,2006,1987,,2021/06/20,to-read,to-read (#20),to-read,,,,0,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",0,4.39,Alfred A. Knopf,Kindle Edition,592,2006,2005,,2020/02/22,currently-reading,currently-reading (#4),currently-reading,,,,1,0
13153370,My Policeman,Bethan Roberts,"Roberts, Bethan",,"=""0701185848""","=""9780701185848""",0,4.00,Chatto & Windus,Hardcover,352,2012,2012,,2021/06/19,to-read,to-read (#19),to-read,,,,0,0
32187419,Conversations with Friends,Sally Rooney,"Rooney, Sally",,"=""0451499077""","=""9780451499073""",0,3.74,Hogarth,Kindle Edition,304,2017,2017,,2021/06/19,to-read,to-read (#18),to-read,,,,0,0
50210498,Loss Adjustment,Linda Collins,"Collins, Linda",,"=""""","=""""",0,4.20,Ethos Books,Paperback,316,2019,2019,,2021/06/16,to-read,to-read (#17),to-read,,,,0,0
39507910,A Duty to Resist: When Disobedience Should Be Uncivil,Candice Delmas,"Delmas, Candice",,"=""0190872195""","=""9780190872199""",0,3.81,Oxford University Press,Hardcover,312,2018,,,2021/03/30,to-read,to-read (#16),to-read,,,,0,0
53638250,暴民法：當國家為惡、政治失控、正義失靈，人民的反抗無罪,Jason Brennan,"Brennan, Jason","傑森‧布倫南, 劉維人","=""""","=""""",0,3.73,聯經出版,Kindle Edition,328,2020,,,2021/03/30,currently-reading,currently-reading (#3),currently-reading,,,,1,0
55248977,大時代的哲學,好青年荼毒室,"好青年荼毒室, 好青年荼毒室",,"=""988859947X""","=""9789888599479""",5,4.52,天窗出版社,Kindle Edition,254,2020,,2021/04/25,2021/03/30,,,read,,,,1,0
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352145""","=""9780307352149""",5,4.08,"Crown Publishing Group/Random House, Inc.",Hardcover,333,2012,2012,2020/09/28,2020/07/25,,,read,,,,1,0
15811559,The Plantagenets: The Warrior Kings and Queens Who Made England,Dan Jones,"Jones, Dan",,"=""0670026654""","=""9780670026654""",0,4.25,Viking,Hardcover,534,2013,2012,,2020/08/06,to-read,to-read (#15),to-read,,,,0,0
37941844,Identity: The Demand for Dignity and the Politics of Resentment,Francis Fukuyama,"Fukuyama, Francis",,"=""0374129290""","=""9780374129293""",0,3.85,"Farrar, Straus and Giroux",Hardcover,240,2018,2018,,2020/08/02,currently-reading,currently-reading (#2),currently-reading,,,,1,0
20821092,Napoleon: A Life,Andrew Roberts,"Roberts, Andrew",,"=""0670025321""","=""9780670025329""",0,4.24,Viking Pr,Paperback,976,2014,2014,,2020/08/01,to-read,to-read (#14),to-read,,,,0,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",0,3.70,Penguin Books ,Paperback,182,1999,1954,,2020/08/01,to-read,to-read (#13),to-read,,,,0,0
25957017,愛因斯坦被摑了一巴,天航,"天航, 天航",,"=""9881781566""","=""9789881781567""",5,4.48,天航出版社,Paperback,322,2006,2006,,2020/08/01,,,read,,,,1,0
42096795,黑童話集,天航,"天航, 天航",,"=""9881636078""","=""9789881636072""",5,4.50,天航出版社,Paperback,253,2014,2014,2020/07/31,2020/08/01,,,read,,,,1,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",5,3.97,Simon & Schuster,Kindle Edition,194,2011,1953,,2020/02/22,,,read,,,,1,0
50783598,City on Fire: The Fight for Hong Kong,Antony Dapiran,"Dapiran, Antony",,"=""1913348113""","=""9781913348113""",0,4.41,Scribe UK,Paperback,320,2020,2020,,2020/04/01,to-read,to-read (#12),to-read,,,,0,0
52799243,This Terrible Beauty,Katrin Schumann,"Schumann, Katrin",,"=""1542000068""","=""9781542000062""",0,4.15,Lake Union Publishing,Paperback,382,2020,2020,,2020/02/22,to-read,to-read (#2),to-read,,,,0,0
33917107,On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,"Snyder, Timothy",,"=""0804190119""","=""9780804190114""",5,4.26,Tim Duggan Books,Paperback,127,2017,2017,,2020/02/22,,,read,,,,1,0
35356384,How Democracies Die: What History Reveals About Our Future,Steven Levitsky,"Levitsky, Steven",Daniel Ziblatt,"=""1524762938""","=""9781524762933""",0,4.16,Crown,Hardcover,320,2018,2018,,2020/02/22,to-read,to-read (#11),to-read,,,,0,0
23528852,How Propaganda Works,Jason F. Stanley,"Stanley, Jason F.",,"=""0691164428""","=""9780691164427""",0,3.56,Princeton University Press,Hardcover,376,2015,2015,,2020/02/22,to-read,to-read (#10),to-read,,,,0,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",0,4.15,Anchor Books,Paperback,311,1998,1985,,2020/02/22,to-read,to-read (#9),to-read,,,,0,0
33,The Lord of the Rings,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0618640150""","=""9780618640157""",0,4.54,Houghton Mifflin Harcourt,Paperback,1216,2005,1954,,2020/02/22,to-read,to-read (#8),to-read,,,,0,0
40538681,Midnight in Chernobyl: The Untold Story of the World's Greatest Nuclear Disaster,Adam Higginbotham,"Higginbotham, Adam",,"=""1501134612""","=""9781501134616""",0,4.37,Simon & Schuster,Hardcover,538,2019,2019,,2020/02/22,to-read,to-read (#7),to-read,,,,0,0
28789711,SPQR: A History of Ancient Rome,Mary Beard,"Beard, Mary",,"=""1631492225""","=""9781631492228""",0,4.06,Liveright,Paperback,606,2016,2015,,2020/02/22,to-read,to-read (#6),to-read,,,,0,0
767171,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,"Shirer, William L.",,"=""0671728687""","=""9780671728687""",0,4.22,Simon & Schuster,Mass Market Paperback,1147,1990,1960,,2020/02/22,to-read,to-read (#5),to-read,,,,0,0
38359036,"The Tattooist of Auschwitz (The Tattooist of Auschwitz, #1)",Heather   Morris,"Morris, Heather",,"=""006287067X""","=""9780062870674""",0,4.31,Harper,Hardcover,272,2018,2018,,2020/02/22,to-read,to-read (#4),to-read,,,,0,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.34,Vintage,Paperback,512,2015,2011,,2020/02/22,to-read,to-read (#3),to-read,,,,0,0
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Eleanor Roosevelt, Susan Massotty, Γιάννης Θωμόπουλος, Barbara Mooyaart-Doubleday, Otto H. Frank, Mirjam Pressler","=""""","=""""",4,4.20,Bantam,Mass Market Paperback,283,1993,1947,,2020/02/22,,,read,,,,1,0
1934,"Little Women (Little Women, #1)",Louisa May Alcott,"Alcott, Louisa May","Regina Barreca, Grzegorz Komerski, Marta Fihel","=""""","=""""",4,4.17,Signet Classics,Mass Market Paperback,449,2004,1868,,2020/02/22,,,read,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",5,3.93,Scribner,Paperback,180,1925,1925,,2020/02/22,,,read,,,,1,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""1441341706""","=""9781441341709""",5,4.29,Modern Library,Paperback,279,2023,1813,,2020/02/22,,,read,,,,1,0
38255329,How Fascism Works: The Politics of Us and Them,Jason F. Stanley,"Stanley, Jason F.",,"=""0525511830""","=""9780525511830""",5,4.22,Random House,Hardcover,240,2018,2018,,2020/02/22,,,read,,,,1,0
8520362,The Grand Design,Stephen Hawking,"Hawking, Stephen",Leonard Mlodinow,"=""0553805371""","=""9780553805376""",4,4.06,Bantam,Hardcover,199,2010,2010,,2016/07/30,,,read,,,,1,0
139310,The Oxford History of Ancient Egypt (Oxford Illustrated Histories),Ian Shaw,"Shaw, Ian",,"=""0198150342""","=""9780198150343""",0,4.03,Oxford University Press,Hardcover,512,2000,2000,,2016/07/30,to-read,to-read (#1),to-read,,,,0,0
